title,location,price,property_type,bedrooms,bathrooms,toilets,added_date,updated_date,url,city,page
4 bedroom semi-detached duplex for sale,"Ajah, Lagos","129,000,000",Semi-detached Duplex,4,4,5,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/ajah/3355488-4-bedroom-duplex-with-enough-compound-space-for-a-party,ibadan,14
2 bedroom flat / apartment for sale,"Ikate Elegushi, Lekki, Lagos","200,000,000",Flat / Apartment,2,2,3,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/flats-apartments/lagos/lekki/ikate-elegushi/3355481-ready-to-move-in-newly-built-2-bedrooms-apartment,ibadan,14
4 bedroom semi-detached duplex for sale,"Idado, Lekki, Lagos","250,000,000",Semi-detached Duplex,4,5,6,20 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/lekki/idado/3352326-spacious-4-bedroom-semi-detached-duplex-with-boys-quarter,ibadan,14
4 bedroom terraced duplex for sale,"Close To Berger Clinic, Life Camp, Abuja","160,000,000",Terraced Duplex,4,5,5,03 Mar 2025,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/abuja/life-camp/2748942-brand-new-5-units-4-bedrooms-terraced-duplex,ibadan,14
3 bedroom block of flats for sale,"Kaniz Estate Karsana, Gwarinpa, Abuja","75,000,000",Block of Flats,3,,4,11 Jul 2025,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/block-of-flats/abuja/gwarinpa/2972323-very-clean-3-bedroom-block-of-flat,ibadan,14
3 bedroom detached bungalow for sale,"Efab, Lokogoma District, Abuja","70,000,000",Detached Bungalow,3,3,4,03 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/detached-bungalows/abuja/lokogoma-district/3324077-distress-3-bedroom-bungalow-with-2-self-contained-boys-quarter,ibadan,14
3 bedroom terraced duplex for sale,"Abijo, Lekki, Lagos","100,000,000",Terraced Duplex,3,3,4,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/lekki/abijo/3355477-luxury-3-bedrooms,ibadan,14
49 bedroom hotel / guest house for sale,"Zone 3, Wuse, Abuja","2,500,000,000",Hotel / Guest House,49,50,50,22 Jan 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/commercial/hotels-guest-houses/abuja/wuse/zone-3/3306792-49rooms-hotel,ibadan,14
Plaza / complex / mall for sale,"Zone 1, Wuse, Abuja","2,000,000,000",Plaza / Complex / Mall,,38,38,25 Jan 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/commercial/plaza-complex-mall/abuja/wuse/zone-1/3309980-office-complex,ibadan,14
6 bedroom detached duplex for sale,"Osapa, Lekki, Lagos","480,000,000",Detached Duplex,6,6,7,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/osapa/3355475-fascinating-6-bedroom-detached-duplex-with-bq,ibadan,14
5 bedroom detached duplex for sale,"Karsana, Abuja","200,000,000",Detached Duplex,5,6,6,25 Jan 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/abuja/karsana/3310156-5-bedroom-fully-detached-duplex,ibadan,14
5 bedroom terraced duplex for sale,"Maitama District, Abuja","1,200,000,000",Terraced Duplex,5,,,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/abuja/maitama-district/3355472-spacious-5-bedrooms-terraced-duplex,ibadan,14
3 bedroom flat / apartment for sale,"Haven Pearl Estate, Haven Homes, Lekki Phase 1, Lekki, Lagos","400,000,000",Flat / Apartment,3,3,4,09 Jan 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/flats-apartments/lagos/lekki/lekki-phase-1/3286311-luxury-three-bedroom-penthouse-with-bq,ibadan,15
Plaza / complex / mall for sale,"Zone 1, Wuse, Abuja","2,000,000,000",Plaza / Complex / Mall,,38,38,25 Jan 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/commercial/plaza-complex-mall/abuja/wuse/zone-1/3309980-office-complex,ibadan,15
6 bedroom detached duplex for sale,"Osapa, Lekki, Lagos","480,000,000",Detached Duplex,6,6,7,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/osapa/3355475-fascinating-6-bedroom-detached-duplex-with-bq,ibadan,15
5 bedroom detached duplex for sale,"Karsana, Abuja","200,000,000",Detached Duplex,5,6,6,25 Jan 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/abuja/karsana/3310156-5-bedroom-fully-detached-duplex,ibadan,15
5 bedroom terraced duplex for sale,"Maitama District, Abuja","1,200,000,000",Terraced Duplex,5,,,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/abuja/maitama-district/3355472-spacious-5-bedrooms-terraced-duplex,ibadan,15
Commercial land for sale,"Area 11, Garki, Abuja","3,500,000,000",Commercial Land,,,,06 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/land/commercial-land/abuja/garki/area-11/3329869-7400sqm-commercial-not-specified-land,ibadan,15
4 bedroom terraced duplex for sale,"Dakibiyu, Jabi, Abuja","180,000,000",Terraced Duplex,4,5,5,08 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/abuja/jabi/3333268-cheapest-4-bedroom-terrace-duplex-with-bq,ibadan,15
4 bedroom detached duplex for sale,"Urban Shelter, Katampe, Abuja","330,000,000",Detached Duplex,4,5,5,12 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/abuja/katampe-district/3339737-4-bedroom-fully-detached-duplex,ibadan,15
2 bedroom flat / apartment for sale,"Ikate, Lekki, Lagos","180,000,000",Flat / Apartment,2,,,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/flats-apartments/lagos/lekki/ikate/3355470-2-bedroom-apartment,ibadan,15
4 bedroom detached duplex for sale,"Maitama District, Abuja","1,500,000,000",Detached Duplex,4,,,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/abuja/maitama-district/3355469-luxury-4-bedrooms-detached-duplex-2-bq,ibadan,15
Mixed-use land for sale,"Eleranigbe, Ibeju Lekki, Lagos","32,200,000",Mixed-use Land,,,,24 Jan 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/land/mixed-use-land/lagos/lekki-ibeju/eleranigbe/3309752-parcel-of-land,ibadan,15
4 bedroom terraced duplex for sale,"Mechanic Phase 3, Apo Resettlement, Apo, Abuja","35,000,000",Terraced Duplex,4,4,6,17 Feb 2026,17 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/abuja/apo/apo-resettlement/3347687-distress-2-units-of-terrace-duplex-carcass,ibadan,15
3 bedroom flat / apartment for sale,"River Park, Lugbe District, Abuja","100,000,000",Flat / Apartment,3,3,4,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/flats-apartments/abuja/lugbe-district/3355448-exquisite-3-bedroom-apartment,ibadan,15
2 bedroom flat / apartment for sale,"River Park, Lugbe District, Abuja","90,000,000",Flat / Apartment,2,2,3,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/flats-apartments/abuja/lugbe-district/3355454-bespoke-2-bedroom-apartment,ibadan,15
Mixed-use land for sale,"Abeokuta South, Ogun","4,500,000",Mixed-use Land,,,,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/land/mixed-use-land/ogun/abeokuta-south/3355468-own-productive-farm-land-before-the-next-investment-boom,ibadan,15
3 bedroom semi-detached bungalow for sale,"Diamond Estate, Sangotedo, Ajah, Lagos","90,000,000",Semi-detached Bungalow,3,,,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-bungalows/lagos/ajah/sangotedo/3355464-3-bedrooms-elevated-bungalow-with-mini-flat-bq,ibadan,15
5 bedroom detached duplex for sale,"Megamound Estate, Off Lekki County Homes, Ikota, Lekki, Lagos","580,000,000",Detached Duplex,5,5,6,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/ikota/3355461-luxury-5-bedrooms-fully-detached-duplex-with-bq,ibadan,15
Block of flats for sale,"Egbeda, Alimosho, Lagos","210,000,000",Block of Flats,,,,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/block-of-flats/lagos/alimosho/3355459-a-beautiful-and-relatively-modern-8-units-of-flats-with-mini-flat,ibadan,15
4 bedroom terraced duplex for sale,"Harris Drive, Beside Vgc, Lekki Expressway, Lekki, Lagos","130,000,000",Terraced Duplex,4,4,5,23 Sep 2025,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/lekki/lekki-expressway/3110384-fantastic-4-bedrooms-terraced-duplex,ibadan,15
4 bedroom semi-detached duplex for sale,"Estate,lekki County Homes, Ikota, Lekki, Lagos","140,000,000",Semi-detached Duplex,4,4,5,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/lekki/ikota/3355445-fantastic-4-bedroom-semi-detached-duplex,ibadan,15
3 bedroom detached bungalow for sale,"Ilogboremi, Oko Afo, Badagry, Lagos","15,000,000",Detached Bungalow,3,3,4,20 Jan 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/detached-bungalows/lagos/badagry/oko-afo/3301580-distressed-3-bedroom-bungalow-on-a-half-plot-of-land,ibadan,15
4 bedroom house for sale,"Lekki Phase 1, Lekki, Lagos","700,000,000",House,4,4,6,31 Jan 2025,22 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/lagos/lekki/lekki-phase-1/2693039-luxury-4-bedrooms-maisonette-penthouse-with-study-cinema-and-bq-on-396sqm,ibadan,16
4 bedroom semi-detached duplex for sale,"Estate,lekki County Homes, Ikota, Lekki, Lagos","140,000,000",Semi-detached Duplex,4,4,5,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/lekki/ikota/3355445-fantastic-4-bedroom-semi-detached-duplex,ibadan,16
3 bedroom detached bungalow for sale,"Ilogboremi, Oko Afo, Badagry, Lagos","15,000,000",Detached Bungalow,3,3,4,20 Jan 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/detached-bungalows/lagos/badagry/oko-afo/3301580-distressed-3-bedroom-bungalow-on-a-half-plot-of-land,ibadan,16
4 bedroom semi-detached duplex for sale,"Osapa, Lekki, Lagos","220,000,000",Semi-detached Duplex,4,4,5,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/lekki/osapa/3355444-spacious-4bedroom-semi-detached,ibadan,16
5 bedroom detached duplex for sale,"Premium Home With Elevator,cinema, Garden, Osapa, Lekki, Lagos","1,500,000,000",Detached Duplex,5,5,6,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/osapa/3355443-ultra-luxury-5-bedroom-fully-detached-house-with-boys-quarters,ibadan,16
5 bedroom detached duplex for sale,"Osapa, Lekki, Lagos","820,000,000",Detached Duplex,5,5,6,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/osapa/3355441-luxury-5-bedroom-fully-detached-house-with-modern-finishing-on-450sqm,ibadan,16
Mixed-use land for sale,"Iju Road, Ifako, Agege, Lagos","3,800,000,000",Mixed-use Land,,,,06 Apr 2025,19 Feb 2026,https://nigeriapropertycentre.com/for-sale/land/mixed-use-land/lagos/agege/ifako/2805818-42-acres-of-land-on-a-commercial-road,ibadan,16
4 bedroom terraced duplex for sale,"Off Admiralty Way, Lekki Phase 1, Lekki, Lagos","550,000,000",Terraced Duplex,4,4,5,05 Jan 2026,21 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/lekki/lekki-phase-1/3277123-contemporary-self-compound-4-bedroom-terrace-duplex-with-bq,ibadan,16
2 bedroom flat / apartment for sale,"Mobil Road, Ikota, Lekki, Lagos","70,000,000",Flat / Apartment,2,2,3,10 Jan 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/flats-apartments/lagos/lekki/ikota/3286580-contemporary-2-bedroom-flat-with-bq,ibadan,16
2 bedroom terraced duplex for sale,"Lekki Scheme 2, Ajah, Lagos","100,000,000",Terraced Duplex,2,2,3,15 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/ajah/3343330-state-of-art-2-bedroom-terrace-with-bq,ibadan,16
2 bedroom terraced duplex for sale,"Abraham Adesanya, Ajah, Lagos","75,000,000",Terraced Duplex,2,2,3,15 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/ajah/3343334-well-built-2-bedroom-terrace-with-bq,ibadan,16
4 bedroom semi-detached duplex for sale,"Ikota, Lekki, Lagos","140,000,000",Semi-detached Duplex,4,4,5,19 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/lekki/ikota/3351413-contemporary-4-bedroom-semi-detached-duplex-with-bq,ibadan,16
5 bedroom detached duplex for sale,"Lekki County, Ikota, Lekki, Lagos","420,000,000",Detached Duplex,5,5,6,05 Jan 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/ikota/3277124-state-of-art-5-bedroom-detached-duplex-with-bq-pool,ibadan,16
4 bedroom terraced duplex for sale,"Spacious 4 Bedroom Terrace Duplex With Bq, Swimming Pool And Gym, Victoria Island (VI), Lagos","790,000,000",Terraced Duplex,4,4,5,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/victoria-island/3355439-state-of-art-ultra-luxury-4-bedroom-terrace-duplex-with-bq,ibadan,16
5 bedroom detached duplex for sale,"Luxury And Comfort Ideal For Premium Investment At Orchid, Lekki, Lagos","390,000,000",Detached Duplex,5,5,6,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/3355437-astonishingly-built-5-bedroom-detached-duplex-with-rooftop-terrace,ibadan,16
2 bedroom house for sale,"27, Signature Apartments, Abule Egba, Agege, Lagos","60,000,000",House,2,2,3,09 Jun 2025,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/lagos/agege/abule-egba/2912752-luxuriously-built-2-bedroom-apartment-in-a-world-class-environment,ibadan,16
3 bedroom detached bungalow for sale,"24/26 Bluestone Estate, Mowe Town, Ogun","75,000,000",Detached Bungalow,3,3,4,24 Jun 2025,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/detached-bungalows/ogun/mowe-town/2939647-a-unique-3-bedroom-with-100-efficiency,ibadan,16
3 bedroom detached bungalow for sale,"Hilltop Estate, Command, Alagbado, Ifako-Ijaiye, Lagos","55,000,000",Detached Bungalow,3,3,3,30 Dec 2025,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/detached-bungalows/lagos/ifako-ijaiye/alagbado/3271553-a-luxurious-3-bedroom-bungalow-with-topnotch-facilities,ibadan,16
Commercial land for sale,"Cocoa Republic, Obafemi Owode, Ogun","3,500,000",Commercial Land,,,,30 Dec 2025,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/land/commercial-land/ogun/obafemi-owode/3271575-profitable-deal-on-cocoa-for-smart-investors,ibadan,16
3 bedroom detached duplex for sale,"De Signature Luxury Apartment, Abule Egba, Agege, Lagos","175,000,000",Detached Duplex,3,3,3,08 Jan 2026,22 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/agege/abule-egba/3284335-luxurious-3-bedroom-duplex-bq-in-a-serene-environment,ibadan,16
3 bedroom flat / apartment for sale,"De Signature Luxury Apartment, Abule Egba, Agege, Lagos","90,000,000",Flat / Apartment,3,3,3,08 Jan 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/flats-apartments/lagos/agege/abule-egba/3284353-newly-built-and-luxurious-3-bedroom-apartment-in-a-conducive-location,ibadan,16
6 bedroom detached duplex for sale,"Diplomatic Zone, Katampe Extension, Katampe, Abuja","1,100,000,000",Detached Duplex,6,7,7,14 Feb 2026,22 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/abuja/katampe-district/katampe-extension/3343080-a-newly-built-6-bedroom-detached-duplex-with-elevators-bq,ibadan,17
3 bedroom detached duplex for sale,"De Signature Luxury Apartment, Abule Egba, Agege, Lagos","175,000,000",Detached Duplex,3,3,3,08 Jan 2026,22 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/agege/abule-egba/3284335-luxurious-3-bedroom-duplex-bq-in-a-serene-environment,ibadan,17
3 bedroom flat / apartment for sale,"De Signature Luxury Apartment, Abule Egba, Agege, Lagos","90,000,000",Flat / Apartment,3,3,3,08 Jan 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/flats-apartments/lagos/agege/abule-egba/3284353-newly-built-and-luxurious-3-bedroom-apartment-in-a-conducive-location,ibadan,17
Mixed-use land for sale,"Orchid Road, Lafiaji, Lekki, Lagos","3,500,000,000",Mixed-use Land,,,,26 Jun 2025,11 Jan 2026,https://nigeriapropertycentre.com/for-sale/land/mixed-use-land/lagos/lekki/lafiaji/2942817-2-hectares-of-land,ibadan,17
Residential land for sale,"Monastery, Sangotedo, Ajah, Lagos","50,000,000",Residential Land,,,,26 Jun 2025,18 Jan 2026,https://nigeriapropertycentre.com/for-sale/land/residential-land/lagos/ajah/sangotedo/2943783-plot-of-land,ibadan,17
4 bedroom detached duplex for sale,"Fairmont Hilltop Estate, Alagbado, Ifako-Ijaiye, Lagos","250,000,000",Detached Duplex,4,4,5,10 Jul 2025,18 Jan 2026,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ifako-ijaiye/alagbado/2968956-exquisitely-finished-4-bedroom-detached-house,ibadan,17
6 bedroom detached duplex for sale,"Chevron Drive, Lekki, Lagos","390,000,000",Detached Duplex,6,6,7,26 Aug 2025,18 Jan 2026,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/3056183-exquisitely-finished-fully-automated-smart-detached-house,ibadan,17
4 bedroom terraced duplex for sale,"Orchid Road, Lekki, Lagos","140,000,000",Terraced Duplex,4,4,5,10 Dec 2025,18 Jan 2026,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/lekki/3246310-4-bedrooms-smart-duplex,ibadan,17
5 bedroom detached duplex for sale,"New Oko-Oba, Agege, Lagos","330,000,000",Detached Duplex,5,5,6,16 Dec 2025,23 Jan 2026,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/agege/new-oko-oba/3254501-exquisitely-finished-5-bedroom,ibadan,17
Commercial property for sale,"Egbeda Idimu Road, Egbeda, Alimosho, Lagos","280,000,000",Commercial Property,,,,01 Feb 2026,19 Feb 2026,https://nigeriapropertycentre.com/for-sale/commercial/lagos/alimosho/egbeda/3321554-prime-plot-of-land,ibadan,17
5 bedroom detached duplex for sale,"Phase 1, Lekki Phase 1, Lekki, Lagos","1,500,000,000",Detached Duplex,5,5,6,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/lekki-phase-1/3355432-ultra-modern-5-bd-detached-duplex-with-penthouse-stunning-contempora,ibadan,17
4 bedroom semi-detached duplex for sale,"Gra, Opic, Isheri North, Lagos","210,000,000",Semi-detached Duplex,4,4,5,07 Feb 2026,10 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/isheri-north/opic/3332223-most-spacious-4-bedroom-semi-detached-duplex-with-6-car-space,ibadan,17
4 bedroom terraced duplex for sale,"New Oko-Oba, Agege, Lagos","200,000,000",Terraced Duplex,4,4,5,10 Feb 2026,10 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/agege/new-oko-oba/3336563-spacious-self-compound-terraced-duplex,ibadan,17
4 bedroom detached duplex for sale,"Oko-oba, Agege, Lagos","230,000,000",Detached Duplex,4,4,5,10 Feb 2026,10 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/agege/oko-oba/3336573-luxury-4-bedroom-fully-detached-duplex-with-a-room-bq,ibadan,17
4 bedroom semi-detached duplex for sale,"Adeniran Ogunsanya, Surulere, Lagos","290,000,000",Semi-detached Duplex,4,4,5,11 Feb 2026,11 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/surulere/3338650-lovely-built-4-bedroom-semi-detached-duplex-with-bq,ibadan,17
