title,location,price,property_type,bedrooms,bathrooms,toilets,added_date,updated_date,url,city,page
5 bedroom detached duplex for sale,"Serene Neighborhood. Good Access Road, Wuye, Abuja","580,000,000",Detached Duplex,5,5,6,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/abuja/wuye/3356010-smartly-built-5-bedroom-detached-serviced-duplex-bq,benin-city,3
4 bedroom semi-detached duplex for sale,"Orchid Road, Inside An Estate Close To Orchid Hotel, Lekki Expressway, Lekki, Lagos","190,000,000",Semi-detached Duplex,4,4,5,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/lekki/lekki-expressway/3356006-4-bedroom-semi-detached-duplex-for-distress,benin-city,3
12 bedroom block of flats for sale,"Nta Road Port Harcourt, Obio-Akpor, Rivers","70,000,000",Block of Flats,12,12,12,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/block-of-flats/rivers/obio-akpor/3356009-four-4-units-of-modern-3-bedroom-flats,benin-city,3
18 bedroom block of flats for sale,"Wuse, Abuja","1,500,000,000",Block of Flats,18,18,24,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/block-of-flats/abuja/wuse/3356007-6units-of-3bedroom-apartment-with-a-gate-house,benin-city,3
5 bedroom terraced duplex for sale,"Serene Neighborhood, Katampe Extension, Katampe, Abuja","750,000,000",Terraced Duplex,5,5,6,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/abuja/katampe-district/katampe-extension/3355960-luxury-5-bedrooms-gated-spacious-terraces-duplex-bqgated-backyard,benin-city,3
1 bedroom mini flat (room and parlour) for sale,"Akoka Yaba Unilag In A Good Location Handling Over By June, Yaba, Lagos","80,000,000",Mini Flat (Room and Parlour),1,1,2,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/flats-apartments/mini-flats/lagos/yaba/3355999-one-bedroom-off-plan-in-a-good-location-with-high-return,benin-city,3
Mixed-use land for sale,"Okegun Town. Off Lekki-epe Expressway, Ibeju Lekki, Lagos","8,500,000",Mixed-use Land,,,,02 Apr 2025,16 Feb 2026,https://nigeriapropertycentre.com/for-sale/land/mixed-use-land/lagos/lekki-ibeju/2798762-save-n7m-only-6-sweet-plots-titleexcision-developed-area-buynbuild,benin-city,3
Mixed-use land for sale,"5 Mins After Lekki Ftz/dangote Refinery, Siriwon Town, Ibeju Lekki, Lagos","8,500,000",Mixed-use Land,,,,03 May 2024,16 Feb 2026,https://nigeriapropertycentre.com/for-sale/land/mixed-use-land/lagos/lekki-ibeju/siriwon-town/2235676-6-plots-of-dry-land-solid-title-gazette-best-price-buy-n-build,benin-city,3
Land for sale,"Abeokuta Around Crescent University, Odeda, Ogun","6,700,000",Land,,,,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/land/ogun/odeda/3355997-cocoa-and-plantain-farm-fully-managed,benin-city,3
4 bedroom house for sale,"Vegas Court Estate,lugbe Airport Road, Abuja, Lugbe District, Abuja","120,000,000",House,4,4,4,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/abuja/lugbe-district/3355996-standardly-built-4bedroom-detached-duplex-duplex-with-contemporary-des,benin-city,3
Mixed-use land for sale,"Off Oriba Road, Epe, Lagos","1,400,000",Mixed-use Land,,,,05 Sep 2025,16 Feb 2026,https://nigeriapropertycentre.com/for-sale/land/mixed-use-land/lagos/epe/3076483-100-genuine-solid-dry-plots-in-glory-court-instant-allocation,benin-city,3
3 bedroom flat / apartment for sale,"Life Camp, Abuja","65,000,000",Flat / Apartment,3,3,4,16 Feb 2026,17 Feb 2026,https://nigeriapropertycentre.com/for-sale/flats-apartments/abuja/life-camp/3345708-3-bedroom-apartment,benin-city,3
4 bedroom detached duplex for sale,"By Sunnyvale, Lokogoma District, Abuja","465,000,000",Detached Duplex,4,4,5,16 Feb 2026,16 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/abuja/lokogoma-district/3345712-smart-4-bedroom-detached-duplex-2-rooms-bq-swimming-pool,benin-city,3
4 bedroom house for sale,"Kyc City Estate, Airport Road, Lugbe, Abuja, Lugbe District, Abuja","90,000,000",House,4,4,4,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/abuja/lugbe-district/3355984-a-luxury-4bedroom-detached-duplex-with-1bedroom-bq,benin-city,3
2 bedroom flat / apartment for sale,"Dawaki, Dawaki, Gwarinpa, Abuja","65,000,000",Flat / Apartment,2,2,3,17 Feb 2026,17 Feb 2026,https://nigeriapropertycentre.com/for-sale/flats-apartments/abuja/gwarinpa/dawaki/3346346-2-bedroom-apartment-middle-floor,benin-city,3
4 bedroom detached duplex for sale,"Ogba, Not Too Far From Excellence Hotel, Ogba, Ikeja, Lagos","400,000,000",Detached Duplex,4,4,5,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ikeja/ogba/3355988-luxury-4-bedroom-apartment-available-in-a-secured-environment,benin-city,3
3 bedroom terraced duplex for sale,"Lekki Phase 2, Lekki, Lagos","95,000,000",Terraced Duplex,3,3,4,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/lekki/lekki-phase-2/3355986-luxury-3-bedroom-terrace-duplex,benin-city,3
2 bedroom terraced duplex for sale,"Kubwa, Abuja","75,000,000",Terraced Duplex,2,2,3,18 Feb 2026,18 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/abuja/kubwa/3349683-2-bedroom-terrace-duplex,benin-city,3
Residential land for sale,"Pinnock Beach Estate, Osapa, Lekki, Lagos","445,000,000",Residential Land,,,,19 Nov 2025,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/land/residential-land/lagos/lekki/osapa/3209872-a-fully-residential-land-measuring-530-sqm-available,benin-city,3
10 bedroom detached duplex for sale,"Evangel Layout, Old Umuahia, Umuahia, Abia","500,000,000",Detached Duplex,10,10,12,17 Sep 2024,21 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/abia/umuahia/2463361-a-tastefully-built-finished-and-furnished-10-bedroom-mansion,benin-city,4
Residential land for sale,"Pinnock Beach Estate, Osapa, Lekki, Lagos","445,000,000",Residential Land,,,,19 Nov 2025,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/land/residential-land/lagos/lekki/osapa/3209872-a-fully-residential-land-measuring-530-sqm-available,benin-city,4
Residential land for sale,"*goodland Phase 1 Estate Behind Dunamis/river Park Airport Road Lugbe, Lugbe District, Abuja","13,000,000",Residential Land,,,,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/land/residential-land/abuja/lugbe-district/3355532-estate-land-in-lugbe,benin-city,4
Mixed-use land for sale,"Off Adetokunbo Ademola, Victoria Island (VI), Lagos","450,000,000",Mixed-use Land,,,,09 Dec 2025,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/land/mixed-use-land/lagos/victoria-island/3245004-a-demolishable-4-bedroom-bungalow-sitting-on-400sqm,benin-city,4
Residential land for sale,"Along The Train Station Axis, Idu Industrial, Abuja","8,500,000",Residential Land,,,,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/land/residential-land/abuja/idu-industrial/3355537-premium-estate-flat-land,benin-city,4
4 bedroom terraced duplex for sale,"Ojodu Berger, Ojodu, Lagos State, Ojodu Berger, Ojodu, Lagos","300,000,000",Terraced Duplex,4,4,5,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/ojodu/ojodu-berger/3355982-newly-built-luxury-four-4-bedroom-terraced-house,benin-city,4
4 bedroom semi-detached duplex for sale,"Beechwood Estate, Ibeju Lekki, Lagos","110,000,000",Semi-detached Duplex,4,4,5,17 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/lekki-ibeju/3346797-4-bedroom-semi-detached-duplex-with-bq,benin-city,4
Residential land for sale,"Osborne Foreshore Estate, Osborne, Ikoyi, Lagos",,Residential Land,,,,27 Nov 2025,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/land/residential-land/lagos/ikoyi/osborne/3225614-spacious-17-room-detached-house-on-sitting-on-1600sqm,benin-city,4
5 bedroom detached duplex for sale,"Prestigious Royal Garden Estate, Ajah, Lagos","550,000,000",Detached Duplex,5,5,6,10 Apr 2025,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/2812613-luxury-5-bedroom-duplex-with-swimming-pool,benin-city,4
4 bedroom terraced duplex for sale,"Surulere, Lagos","250,000,000",Terraced Duplex,4,4,5,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/surulere/3355973-lovely-4-bedroom-terraced-duplex,benin-city,4
3 bedroom semi-detached bungalow for sale,"Off Emmanuel Mbaka Bolivia Road,lugbe Airport, Abuja, Lugbe District, Abuja","90,000,000",Semi-detached Bungalow,3,3,3,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-bungalows/abuja/lugbe-district/3355972-a-luxury-3bedroom-flat-with-bq,benin-city,4
4 bedroom semi-detached duplex for sale,"Orchid, Lekki, Lagos","210,000,000",Semi-detached Duplex,4,4,5,03 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/lekki/3324214-4-bedroom-semi-detached-duplex-bq-with-communal-gym-and-swimming,benin-city,4
2 bedroom flat / apartment for sale,"Ologolo, Lekki, Lagos","150,000,000",Flat / Apartment,2,3,2,08 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/flats-apartments/lagos/lekki/ologolo/3333470-tastefully-finished-luxury-2-bedroom-apartment-in-a-communal-space,benin-city,4
1 bedroom mini flat (room and parlour) for sale,"Just A Minute Drive To Unilag, Akoka, Yaba, Lagos","80,000,000",Mini Flat (Room and Parlour),1,1,2,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/flats-apartments/mini-flats/lagos/yaba/akoka/3355970-1-bedroom-room-apartment,benin-city,4
2 bedroom flat / apartment for sale,"Ikeja, Lagos","140,000,000",Flat / Apartment,2,2,3,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/flats-apartments/lagos/ikeja/3355964-exquisite-2-bedroom-apartment,benin-city,4
1 bedroom terraced duplex for sale,"Lekki Phase 2, Lekki, Lagos","60,000,000",Terraced Duplex,1,1,2,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/lekki/lekki-phase-2/3355962-sophisticated-1-bedroom-terrace-duplex-at-lekki-scheme-2,benin-city,4
4 bedroom detached duplex for sale,"Omole Phase 1, Ikeja, Lagos","670,000,000",Detached Duplex,4,4,5,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ikeja/omole-phase-1/3355956-nicely-built-4-bedroom-detached-duplex-with-a-bq-in-a-serene-estate,benin-city,4
Mixed-use land for sale,"Ogombo, Ajah, Lagos","100,000,000",Mixed-use Land,,,,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/land/mixed-use-land/lagos/ajah/3355955-2-plots-of-land-fenced-and-gated,benin-city,4
Residential land for sale,"Ikota Gra, Ikota, Lekki, Lagos","400,000,000",Residential Land,,,,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/land/residential-land/lagos/lekki/ikota/3355954-880sqm-land-at-ikota-gra,benin-city,4
3 bedroom house for sale,"Landview Residences Ajayi Apata, Sangotedo, Ajah, Lagos","150,000,000",House,3,3,4,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/lagos/ajah/sangotedo/3355949-spacious-3-bedroom-terrace-duplex-with-bq,benin-city,4
1 bedroom mini flat (room and parlour) for sale,"Pedro, Gbagada, Lagos","45,000,000",Mini Flat (Room and Parlour),1,1,2,13 Nov 2025,29 Jan 2026,https://nigeriapropertycentre.com/for-sale/flats-apartments/mini-flats/lagos/gbagada/pedro/3200639-exclusive-one-bedroom-apartment,benin-city,4
4 bedroom semi-detached duplex for sale,"Ikota Gra, Ikota, Lekki, Lagos","170,000,000",Semi-detached Duplex,4,5,6,10 Feb 2026,10 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/lekki/ikota/3337121-4-bedroom-semi-detached-duplex-with-1-bq,benin-city,5
2 bedroom block of flats for sale,"Gra, Abijo, Lekki, Lagos","45,000,000",Block of Flats,2,2,3,16 Feb 2026,16 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/block-of-flats/lagos/lekki/abijo/3344912-most-affordable-2-bedroom-apartment,benin-city,5
Residential land for sale,"Guzape District, Abuja","2,200,000,000",Residential Land,,,,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/land/residential-land/abuja/guzape-district/3355947-prime-3060sqm-residential-land,benin-city,5
4 bedroom semi-detached duplex for sale,"Lekki Phase 1, Lekki, Lagos","450,000,000",Semi-detached Duplex,4,,5,26 May 2025,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/lekki/lekki-phase-1/2888848-4-bedroom-house,benin-city,5
3 bedroom house for sale,"General Paint, Lekki, Lagos","95,000,000",House,3,3,4,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/lagos/lekki/3355945-suitable-3bedroom-terrace-duplex-with-self-compound,benin-city,5
2 bedroom terraced duplex for sale,"Ajah, Lekki Phase 2, Lekki, Lagos","120,000,000",Terraced Duplex,2,2,2,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/lekki/lekki-phase-2/3355941-luxuriously-furnished-2-bedroom-terrace-duplex,benin-city,5
5 bedroom detached duplex for sale,"Lekki, Lagos","400,000,000",Detached Duplex,5,5,6,19 Jun 2025,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/2931033-5-bedroom-detached-duplex-with-bq,benin-city,5
3 bedroom terraced duplex for sale,"Ikota, Lekki, Lagos","150,000,000",Terraced Duplex,3,3,4,19 Jun 2025,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/lekki/ikota/2931085-3-bedroom-terrace-duplex-bq,benin-city,5
4 bedroom detached duplex for sale,"Lekki, Lagos","240,000,000",Detached Duplex,4,4,5,19 Jun 2025,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/2931104-4-bedroom-detached-duplex-with-a-bq,benin-city,5
3 bedroom detached bungalow for sale,"Idera Scheme, Eleko, Ibeju Lekki, Lagos","75,000,000",Detached Bungalow,3,3,4,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/detached-bungalows/lagos/lekki-ibeju/3355943-premium-luxury-3-bedroom-detached-bungalows-bq-in-a-resort,benin-city,5
4 bedroom detached duplex for sale,"Chevron, Lekki, Lagos","250,000,000",Detached Duplex,4,4,5,03 Jul 2025,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/2956546-4-bedroom-semi-detached-duplex-with-bq,benin-city,5
Mixed-use land for sale,"Ayireke Village, Via Alabata, Odeda Local Government, Odeda, Ogun","700,000",Mixed-use Land,,,,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/land/mixed-use-land/ogun/odeda/3355940-affordable-farmland,benin-city,5
4 bedroom house for sale,"Lekki, Lagos","360,000,000",House,4,4,5,10 Jul 2025,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/lagos/lekki/2969914-4-bedroom-detached-duplex-with-bq,benin-city,5
4 bedroom terraced duplex for sale,"Ikate, Lekki, Lagos","330,000,000",Terraced Duplex,4,4,5,11 Nov 2025,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/lekki/ikate/3197391-4-bedroom-terrace-duplex,benin-city,5
4 bedroom semi-detached duplex for sale,"Omole Phase 1, Ikeja, Lagos","650,000,000",Semi-detached Duplex,4,4,5,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/ikeja/omole-phase-1/3355937-exquisite-4-bedroom-semi-detached-duplex-with-bq,benin-city,5
Residential land for sale,"Maryland, Lagos","250,000,000",Residential Land,,,,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/land/residential-land/lagos/maryland/3355936-land-measuring-500sqm,benin-city,5
4 bedroom semi-detached duplex for sale,"Lekki, Lagos","195,000,000",Semi-detached Duplex,4,4,5,11 Nov 2025,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/lekki/3197429-4-bedroom-semi-detached-duplex-with-bq,benin-city,5
4 bedroom detached duplex for sale,"Ikota, Lekki, Lagos","195,000,000",Detached Duplex,4,4,5,26 Nov 2025,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/ikota/3223467-4-bedroom-semi-detached-duplex-with-a-bq,benin-city,5
4 bedroom semi-detached duplex for sale,"Inside An Estate, Sangotedo, Ajah, Lagos","150,000,000",Semi-detached Duplex,4,4,5,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/ajah/sangotedo/3355935-4-bedrooms-semi-detached-house,benin-city,5
4 bedroom semi-detached duplex for sale,"Ikota, Lekki, Lagos","170,000,000",Semi-detached Duplex,4,4,5,28 Nov 2025,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/lekki/ikota/3227394-4-bedroom-semi-detached-duplex-with-a-bq,benin-city,5
Mixed-use land for sale,"Victoria Island (VI), Lagos","8,000,000,000",Mixed-use Land,,,,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/land/mixed-use-land/lagos/victoria-island/3355933-bareland,benin-city,5
5 bedroom semi-detached duplex for sale,"Cowrie Creek Estate, Lekki, Lagos","850,000,000",Semi-detached Duplex,5,5,6,04 Apr 2024,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/lekki/2191862-luxurious-five-bedrooms-semi-detached-duplex-with-bq,benin-city,6
4 bedroom semi-detached duplex for sale,"Ikota, Lekki, Lagos","170,000,000",Semi-detached Duplex,4,4,5,28 Nov 2025,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/lekki/ikota/3227394-4-bedroom-semi-detached-duplex-with-a-bq,benin-city,6
Mixed-use land for sale,"Victoria Island (VI), Lagos","8,000,000,000",Mixed-use Land,,,,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/land/mixed-use-land/lagos/victoria-island/3355933-bareland,benin-city,6
4 bedroom detached duplex for sale,"Ikota, Lekki, Lagos","140,000,000",Detached Duplex,4,4,5,13 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/ikota/3342100-4-bedroom-semi-detached-duplex-with-bq,benin-city,6
3 bedroom detached bungalow for sale,"Eleko, Ibeju Lekki, Lagos","75,000,000",Detached Bungalow,3,3,4,04 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/detached-bungalows/lagos/lekki-ibeju/eleko/3327286-3-bedroom-bungalow-bq,benin-city,6
4 bedroom detached duplex for sale,"Oniru, Victoria Island (VI), Lagos","800,000,000",Detached Duplex,4,,,19 Feb 2026,19 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/victoria-island/oniru/3350802-fully-detached-4-bedroom-duplex-with-one-room-bq,benin-city,6
Residential land for sale,"By Prestigious Washington Luxury Apartments, Dakibiyu, Abuja","300,000,000",Residential Land,,,,20 Nov 2025,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/land/residential-land/abuja/dakibiyu/3212180-prime-1800sqm-residential-plot-in-jabi-dakibiyu-premium-development,benin-city,6
3 bedroom flat / apartment for sale,"Lekki Phase 1, Lekki, Lagos","250,000,000",Flat / Apartment,3,3,4,16 Feb 2026,16 Feb 2026,https://nigeriapropertycentre.com/for-sale/flats-apartments/lagos/lekki/lekki-phase-1/3344527-3-bedroom-apartment-with-bq,benin-city,6
16 bedroom semi-detached duplex for sale,"Lekki Phase 1, Lekki, Lagos","2,000,000,000",Semi-detached Duplex,16,16,20,16 Feb 2026,16 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/lekki/lekki-phase-1/3344542-4-units-of-4-bedroom-semi-detached-houses-with-a-room-bq-each,benin-city,6
Residential land for sale,"Dideolu Street, Victoria Island (VI), Lagos","600,000,000",Residential Land,,,,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/land/residential-land/lagos/victoria-island/3355929-335-sqm-land,benin-city,6
4 bedroom semi-detached duplex for sale,"Osapa, Lekki, Lagos","220,000,000",Semi-detached Duplex,4,4,5,09 Feb 2026,09 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/lekki/osapa/3334240-4-bedroom-semi-detached-duplex-with-bq,benin-city,6
5 bedroom detached duplex for sale,"Chevron, Lekki, Lagos","600,000,000",Detached Duplex,5,5,6,09 Feb 2026,09 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/3334173-luxurious-5-bedroom-fully-detached-duplex-with-cinema-gym,benin-city,6
4 bedroom house for sale,"Victoria Island (VI), Lagos","430,000,000",House,4,4,5,09 Feb 2026,09 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/lagos/victoria-island/3334161-spacious-penthouse-of-4-en-suite-bedrooms-bq,benin-city,6
2 bedroom flat / apartment for sale,"Lekki Phase 1, Lekki, Lagos","290,000,000",Flat / Apartment,2,2,3,09 Feb 2026,09 Feb 2026,https://nigeriapropertycentre.com/for-sale/flats-apartments/lagos/lekki/lekki-phase-1/3334141-luxury-2-bedroom-apartments,benin-city,6
5 bedroom detached duplex for sale,"Lekki Phase 1, Lekki, Lagos","1,300,000,000",Detached Duplex,5,5,6,09 Feb 2026,09 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/lekki-phase-1/3334095-contemporary-5-bedroom-fully-detached-duplex-with-2-room-bq,benin-city,6
3 bedroom flat / apartment for sale,"Lekki Phase 1, Lekki, Lagos","350,000,000",Flat / Apartment,3,3,4,09 Feb 2026,09 Feb 2026,https://nigeriapropertycentre.com/for-sale/flats-apartments/lagos/lekki/lekki-phase-1/3334085-lovely-3-bedroom-apartment-with-pool,benin-city,6
5 bedroom detached duplex for sale,"Lekki Phase 1, Lekki, Lagos","750,000,000",Detached Duplex,5,5,6,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/lekki-phase-1/3355918-5-bedrooms-fully-detached-house-with-bq,benin-city,6
2 bedroom flat / apartment for sale,"Ikoyi, Lagos","430,000,000",Flat / Apartment,2,2,3,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/flats-apartments/lagos/ikoyi/3355916-luxury-2-bedroom-en-suite-flat,benin-city,6
20 bedroom hotel / guest house for sale,"Mabushi, Abuja","2,000,000,000",Hotel / Guest House,20,21,21,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/commercial/hotels-guest-houses/abuja/mabushi/3355908-newly-built-20-room-hotel,benin-city,6
4 bedroom terraced duplex for sale,"Victoria Island (VI), Lagos","750,000,000",Terraced Duplex,4,4,5,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/victoria-island/3355903-newly-built-4-bedrooms-terrace-house-with-bq,benin-city,6
5 bedroom house for sale,"Lekki Phase 1, Lekki Phase 1, Lekki, Lagos","1,200,000,000",House,5,5,5,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/lagos/lekki/lekki-phase-1/3355902-magnificent-5-beds-with-a-private-pool-gym-cinema,benin-city,6
3 bedroom flat / apartment for sale,"Eko Atlantic City, Victoria Island (VI), Lagos","900,000,000",Flat / Apartment,3,3,4,10 Oct 2025,16 Feb 2026,https://nigeriapropertycentre.com/for-sale/flats-apartments/lagos/victoria-island/3141281-27th-level-pentfloor-3-bedrooms-luxury-flat-with-bq,benin-city,7
Residential land for sale,"Diplomatic Zone, Katampe Extension, Katampe, Abuja","3,500,000,000",Residential Land,,,,15 Nov 2025,02 Feb 2026,https://nigeriapropertycentre.com/for-sale/land/residential-land/abuja/katampe-district/katampe-extension/3204532-4200sqm-residential-plot-with-c-of-o-on-the-tarred-road,benin-city,7
2 bedroom flat / apartment for sale,"Ikate, Ikate Elegushi, Lekki, Lagos","250,000,000",Flat / Apartment,2,2,3,12 Feb 2026,12 Feb 2026,https://nigeriapropertycentre.com/for-sale/flats-apartments/lagos/lekki/ikate-elegushi/3339744-2-bedroom-apartment,benin-city,7
Residential land for sale,"Estate Plot, Galadimawa, Abuja","85,000,000",Residential Land,,,,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/land/residential-land/abuja/galadimawa/3355872-750sqm-residential-estate-plot-corner-piece,benin-city,7
2 bedroom house for sale,"Victoria Island (VI), Lagos","400,000,000",House,2,2,3,17 Feb 2026,17 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/lagos/victoria-island/3347098-2-bedroom-loft,benin-city,7
30 bedroom house for sale,"Life Camp, Abuja","11,500,000,000",House,30,31,31,15 Feb 2025,02 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/abuja/life-camp/2722701-12-units-of-4-bedroom-terraced-duplex-18-units-of-3-bedroom-with-bq,benin-city,7
5 bedroom terraced duplex for sale,"By Katampe Extension, Dawaki, Gwarinpa, Abuja","4,800,000,000",Terraced Duplex,5,6,6,16 Jul 2025,02 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/abuja/gwarinpa/dawaki/2981438-brand-new-16-units-of-5-bedroom-terrace-duplex,benin-city,7
Mixed-use land for sale,"Scc, Jabi, Abuja","3,200,000,000",Mixed-use Land,,,,01 Jan 2026,02 Feb 2026,https://nigeriapropertycentre.com/for-sale/land/mixed-use-land/abuja/jabi/3272812-97421sqm-multi-function-plot,benin-city,7
School for sale,"Gwarinpa Main, Gwarinpa, Abuja","27,000,000,000",School,,100,100,07 Jan 2026,02 Feb 2026,https://nigeriapropertycentre.com/for-sale/commercial/schools/abuja/gwarinpa/3282734-a-built-up-80-uncompleted-private-university,benin-city,7
5 bedroom detached duplex for sale,"Maitama Main, Maitama District, Abuja","3,500,000,000",Detached Duplex,5,6,6,08 Feb 2026,08 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/abuja/maitama-district/3333326-5-bedroom-fully-detached-duplex-with-bq-and-swimming-pool,benin-city,7
Residential land for sale,"Genesis Court Estate, Badore, Ajah, Lagos","220,000",Residential Land,,,,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/land/residential-land/lagos/ajah/badore/3355870-hot-deals,benin-city,7
